GENE_ID	GEUVADIS	IN_GENCODE	CHR	LEFT	TSS	RIGHT	DIRECTION
ENSG00000184292	ENSG00000184292.5	TRUE	chr1	58042924	59042924	60042924	-
ENSG00000184371	ENSG00000184371.9	TRUE	chr1	109452864	110452864	111452864	+
ENSG00000184588	ENSG00000184588.13	TRUE	chr1	65258197	66258197	67258197	+
ENSG00000184677	ENSG00000184677.11	TRUE	chr1	21755331	22755331	23755331	+
ENSG00000184678	ENSG00000184678.8	TRUE	chr1	148858202	149858202	150858202	-
ENSG00000184908	ENSG00000184908.12	TRUE	chr1	15366747	16366747	17366747	+
ENSG00000185031	ENSG00000185031.5	TRUE	chr1	64451770	65451770	66451770	-
ENSG00000185044	ENSG00000185044.8	TRUE	chr1	142467632	143467632	144467632	-
ENSG00000185090	ENSG00000185090.10	TRUE	chr1	37259519	38259519	39259519	+
ENSG00000185104	ENSG00000185104.13	TRUE	chr1	50425939	51425939	52425939	-
ENSG00000185155	ENSG00000185155.6	TRUE	chr1	225411319	226411319	227411319	+
ENSG00000185220	ENSG00000185220.7	TRUE	chr1	248200395	249200395	250200395	+
ENSG00000185278	ENSG00000185278.8	TRUE	chr1	172837220	173837220	174837220	+
ENSG00000185420	ENSG00000185420.13	TRUE	chr1	245670614	246670614	247670614	-
ENSG00000185436	ENSG00000185436.7	TRUE	chr1	23514449	24514449	25514449	-
ENSG00000185483	ENSG00000185483.6	TRUE	chr1	63239688	64239688	65239688	+
ENSG00000185495	ENSG00000185495.6	TRUE	chr1	223180445	224180445	225180445	+
ENSG00000185499	ENSG00000185499.11	TRUE	chr1	154162707	155162707	156162707	-
ENSG00000185519	ENSG00000185519.8	TRUE	chr1	15400146	16400146	17400146	-
ENSG00000185523	ENSG00000185523.6	TRUE	chr1	212020991	213020991	214020991	-
ENSG00000185668	ENSG00000185668.5	TRUE	chr1	37512465	38512465	39512465	-
ENSG00000185839	ENSG00000185839.2	TRUE	chr1	58097202	59097202	60097202	-
ENSG00000185842	ENSG00000185842.10	TRUE	chr1	224083964	225083964	226083964	+
ENSG00000185946	ENSG00000185946.10	TRUE	chr1	103068313	104068313	105068313	+
ENSG00000186056	ENSG00000186056.4	TRUE	chr1	30191351	31191351	32191351	+
ENSG00000186063	ENSG00000186063.8	TRUE	chr1	221886552	222886552	223886552	-
ENSG00000186086	ENSG00000186086.11	TRUE	chr1	107992904	108992904	109992904	+
ENSG00000186141	ENSG00000186141.4	TRUE	chr1	144611025	145611025	146611025	-
ENSG00000186197	ENSG00000186197.7	TRUE	chr1	235511557	236511557	237511557	+
ENSG00000186205	ENSG00000186205.8	TRUE	chr1	219960255	220960255	221960255	+
ENSG00000186226	ENSG00000186226.7	TRUE	chr1	151758690	152758690	153758690	+
ENSG00000186275	ENSG00000186275.7	TRUE	chr1	145373546	146373546	147373546	+
ENSG00000186283	ENSG00000186283.9	TRUE	chr1	178051205	179051205	180051205	+
ENSG00000186301	ENSG00000186301.5	TRUE	chr1	15972117	16972117	17972117	+
ENSG00000186364	ENSG00000186364.6	TRUE	chr1	144589438	145589438	146589438	-
ENSG00000186409	ENSG00000186409.9	TRUE	chr1	41928892	42928892	43928892	+
ENSG00000186501	ENSG00000186501.8	TRUE	chr1	26648636	27648636	28648636	+
ENSG00000186510	ENSG00000186510.6	TRUE	chr1	15345370	16345370	17345370	+
ENSG00000186517	ENSG00000186517.8	TRUE	chr1	160039760	161039760	162039760	-
ENSG00000186564	ENSG00000186564.5	TRUE	chr1	46903716	47903716	48903716	+
ENSG00000186603	ENSG00000186603.4	TRUE	chr1	44792567	45792567	46792567	+
ENSG00000186715	ENSG00000186715.5	TRUE	chr1	16096732	17096732	18096732	-
ENSG00000186827	ENSG00000186827.6	TRUE	chr1	149533	1149533	2149533	-
ENSG00000186891	ENSG00000186891.9	TRUE	chr1	141972	1141972	2141972	-
ENSG00000187010	ENSG00000187010.13	TRUE	chr1	24598884	25598884	26598884	+
ENSG00000187017	ENSG00000187017.10	TRUE	chr1	5484836	6484836	7484836	+
ENSG00000187144	ENSG00000187144.7	TRUE	chr1	15763919	16763919	17763919	-
ENSG00000187147	ENSG00000187147.11	TRUE	chr1	43870866	44870866	45870866	+
ENSG00000187513	ENSG00000187513.7	TRUE	chr1	34258600	35258600	36258600	+
ENSG00000187583	ENSG00000187583.5	TRUE	chr1	-98138	901862	1901862	+
ENSG00000187608	ENSG00000187608.5	TRUE	chr1	-63482	936518	1936518	+
ENSG00000187634	ENSG00000187634.6	TRUE	chr1	-140697	859303	1859303	+
ENSG00000187642	ENSG00000187642.5	TRUE	chr1	-82527	917473	1917473	-
ENSG00000187733	ENSG00000187733.6	TRUE	chr1	103287945	104287945	105287945	+
ENSG00000187801	ENSG00000187801.9	TRUE	chr1	39915774	40915774	41915774	+
ENSG00000187815	ENSG00000187815.5	TRUE	chr1	39942962	40942962	41942962	+
ENSG00000187862	ENSG00000187862.6	TRUE	chr1	155549515	156549515	157549515	+
ENSG00000187942	ENSG00000187942.7	TRUE	chr1	21138758	22138758	23138758	+
ENSG00000187952	ENSG00000187952.7	TRUE	chr1	20754796	21754796	22754796	+
ENSG00000187961	ENSG00000187961.7	TRUE	chr1	-104036	895964	1895964	+
ENSG00000188004	ENSG00000188004.5	TRUE	chr1	158824861	159824861	160824861	-
ENSG00000188015	ENSG00000188015.5	TRUE	chr1	152521734	153521734	154521734	-
ENSG00000188060	ENSG00000188060.6	TRUE	chr1	27918712	28918712	29918712	+
ENSG00000188092	ENSG00000188092.9	TRUE	chr1	146400506	147400506	148400506	+
ENSG00000188157	ENSG00000188157.8	TRUE	chr1	-44500	955500	1955500	+
ENSG00000188290	ENSG00000188290.6	TRUE	chr1	-64448	935552	1935552	-
ENSG00000188295	ENSG00000188295.9	TRUE	chr1	246267674	247267674	248267674	-
ENSG00000188396	ENSG00000188396.2	TRUE	chr1	44273023	45273023	46273023	-
ENSG00000188404	ENSG00000188404.4	TRUE	chr1	168680843	169680843	170680843	-
ENSG00000188460	ENSG00000188460.4	TRUE	chr1	223052553	224052553	225052553	-
ENSG00000188529	ENSG00000188529.9	TRUE	chr1	23307417	24307417	25307417	-
ENSG00000188558	ENSG00000188558.4	TRUE	chr1	247671374	248671374	249671374	+
ENSG00000188610	ENSG00000188610.7	TRUE	chr1	119837756	120837756	121837756	+
ENSG00000188641	ENSG00000188641.8	TRUE	chr1	97460556	98460556	99460556	-
ENSG00000188672	ENSG00000188672.10	TRUE	chr1	24756683	25756683	26756683	-
ENSG00000188739	ENSG00000188739.9	TRUE	chr1	234324598	235324598	236324598	-
ENSG00000188761	ENSG00000188761.7	TRUE	chr1	113430203	114430203	115430203	-
ENSG00000188786	ENSG00000188786.7	TRUE	chr1	37325264	38325264	39325264	-
ENSG00000188807	ENSG00000188807.8	TRUE	chr1	8648969	9648969	10648969	+
ENSG00000188822	ENSG00000188822.6	TRUE	chr1	23239852	24239852	25239852	-
ENSG00000188859	ENSG00000188859.5	TRUE	chr1	165136238	166136238	167136238	-
ENSG00000188931	ENSG00000188931.3	TRUE	chr1	160337666	161337666	162337666	-
ENSG00000188976	ENSG00000188976.6	TRUE	chr1	-105311	894689	1894689	-
ENSG00000189171	ENSG00000189171.8	TRUE	chr1	152603836	153603836	154603836	-
ENSG00000189181	ENSG00000189181.3	TRUE	chr1	247845629	248845629	249845629	-
ENSG00000189195	ENSG00000189195.5	TRUE	chr1	91545862	92545862	93545862	+
ENSG00000189266	ENSG00000189266.6	TRUE	chr1	23283329	24283329	25283329	+
ENSG00000189334	ENSG00000189334.4	TRUE	chr1	152589462	153589462	154589462	-
ENSG00000189337	ENSG00000189337.10	TRUE	chr1	13219287	14219287	15219287	+
ENSG00000189339	ENSG00000189339.7	TRUE	chr1	624234	1624234	2624234	-
ENSG00000189409	ENSG00000189409.7	TRUE	chr1	567542	1567542	2567542	+
ENSG00000189410	ENSG00000189410.7	TRUE	chr1	20059330	21059330	22059330	-
ENSG00000196154	ENSG00000196154.6	TRUE	chr1	152522612	153522612	154522612	-
ENSG00000196182	ENSG00000196182.6	TRUE	chr1	35851525	36851525	37851525	-
ENSG00000196187	ENSG00000196187.7	TRUE	chr1	225070080	226070080	227070080	-
ENSG00000196189	ENSG00000196189.6	TRUE	chr1	155117157	156117157	157117157	+
ENSG00000196240	ENSG00000196240.2	TRUE	chr1	247608813	248608813	249608813	+
ENSG00000196352	ENSG00000196352.8	TRUE	chr1	206494877	207494877	208494877	+
ENSG00000196369	ENSG00000196369.6	TRUE	chr1	142913615	143913615	144913615	+
ENSG00000196407	ENSG00000196407.6	TRUE	chr1	150826188	151826188	152826188	-
ENSG00000196418	ENSG00000196418.6	TRUE	chr1	246335322	247335322	248335322	-
ENSG00000196420	ENSG00000196420.3	TRUE	chr1	152514241	153514241	154514241	-
ENSG00000196427	ENSG00000196427.6	TRUE	chr1	107786703	108786703	109786703	-
ENSG00000196449	ENSG00000196449.3	TRUE	chr1	37273880	38273880	39273880	-
ENSG00000196505	ENSG00000196505.5	TRUE	chr1	117472244	118472244	119472244	-
ENSG00000196517	ENSG00000196517.7	TRUE	chr1	43497139	44497139	45497139	-
ENSG00000196539	ENSG00000196539.2	TRUE	chr1	247636652	248636652	249636652	+
ENSG00000196550	ENSG00000196550.5	TRUE	chr1	205136916	206136916	207136916	+
ENSG00000196644	ENSG00000196644.8	TRUE	chr1	144883868	145883868	146883868	+
ENSG00000196734	ENSG00000196734.5	TRUE	chr1	151784447	152784447	153784447	+
ENSG00000196754	ENSG00000196754.5	TRUE	chr1	152540366	153540366	154540366	-
ENSG00000196878	ENSG00000196878.7	TRUE	chr1	208825770	209825770	210825770	-
ENSG00000196890	ENSG00000196890.3	TRUE	chr1	227645808	228645808	229645808	+
ENSG00000196944	ENSG00000196944.3	TRUE	chr1	247524883	248524883	249524883	+
ENSG00000197056	ENSG00000197056.5	TRUE	chr1	34497773	35497773	36497773	+
ENSG00000197084	ENSG00000197084.3	TRUE	chr1	151779127	152779127	153779127	-
ENSG00000197147	ENSG00000197147.6	TRUE	chr1	88990388	89990388	90990388	+
ENSG00000197312	ENSG00000197312.7	TRUE	chr1	14943953	15943953	16943953	+
ENSG00000197323	ENSG00000197323.6	TRUE	chr1	114053824	115053824	116053824	-
ENSG00000197429	ENSG00000197429.6	TRUE	chr1	45216325	46216325	47216325	-
ENSG00000197472	ENSG00000197472.9	TRUE	chr1	246171395	247171395	248171395	-
ENSG00000197530	ENSG00000197530.8	TRUE	chr1	550834	1550834	2550834	+
ENSG00000197568	ENSG00000197568.9	TRUE	chr1	69820488	70820488	71820488	+
ENSG00000197622	ENSG00000197622.7	TRUE	chr1	150042801	151042801	152042801	-
ENSG00000197721	ENSG00000197721.11	TRUE	chr1	206818458	207818458	208818458	+
ENSG00000197747	ENSG00000197747.4	TRUE	chr1	150966335	151966335	152966335	-
ENSG00000197780	ENSG00000197780.4	TRUE	chr1	108618625	109618625	110618625	-
ENSG00000197785	ENSG00000197785.8	TRUE	chr1	447542	1447542	2447542	+
ENSG00000197852	ENSG00000197852.7	TRUE	chr1	111298446	112298446	113298446	-
ENSG00000197880	ENSG00000197880.4	TRUE	chr1	22907985	23907985	24907985	+
ENSG00000197915	ENSG00000197915.5	TRUE	chr1	151196669	152196669	153196669	-
ENSG00000197921	ENSG00000197921.5	TRUE	chr1	1461702	2461702	3461702	-
ENSG00000197956	ENSG00000197956.4	TRUE	chr1	152508720	153508720	154508720	-
ENSG00000197959	ENSG00000197959.8	TRUE	chr1	170810638	171810638	172810638	+
ENSG00000197965	ENSG00000197965.7	TRUE	chr1	166690429	167690429	168690429	+
ENSG00000197982	ENSG00000197982.10	TRUE	chr1	37272651	38272651	39272651	+
ENSG00000197989	ENSG00000197989.8	TRUE	chr1	27909644	28909644	29909644	-
ENSG00000198160	ENSG00000198160.9	TRUE	chr1	66390578	67390578	68390578	+
ENSG00000198161	ENSG00000198161.5	TRUE	chr1	148553003	149553003	150553003	+
ENSG00000198162	ENSG00000198162.6	TRUE	chr1	116910071	117910071	118910071	+
ENSG00000198198	ENSG00000198198.9	TRUE	chr1	42855553	43855553	44855553	+
ENSG00000198216	ENSG00000198216.6	TRUE	chr1	180286826	181286826	182286826	+
ENSG00000198468	ENSG00000198468.2	TRUE	chr1	212031468	213031468	214031468	-
ENSG00000198492	ENSG00000198492.9	TRUE	chr1	28063133	29063133	30063133	+
ENSG00000198520	ENSG00000198520.5	TRUE	chr1	44140364	45140364	46140364	+
ENSG00000198625	ENSG00000198625.7	TRUE	chr1	203485507	204485507	205485507	+
ENSG00000198658	ENSG00000198658.4	TRUE	chr1	145076838	146076838	147076838	+
ENSG00000198691	ENSG00000198691.6	TRUE	chr1	93586704	94586704	95586704	-
ENSG00000198700	ENSG00000198700.5	TRUE	chr1	200798277	201798277	202798277	+
ENSG00000198711	ENSG00000198711.4	TRUE	chr1	53702113	54702113	55702113	+
ENSG00000198715	ENSG00000198715.6	TRUE	chr1	155265480	156265480	157265480	-
ENSG00000198734	ENSG00000198734.6	TRUE	chr1	168555826	169555826	170555826	-
ENSG00000198744	ENSG00000198744.5	TRUE	chr1	-430244	569756	1569756	+
ENSG00000198746	ENSG00000198746.7	TRUE	chr1	26226958	27226958	28226958	-
ENSG00000198754	ENSG00000198754.4	TRUE	chr1	39237020	40237020	41237020	-
ENSG00000198756	ENSG00000198756.6	TRUE	chr1	183006863	184006863	185006863	-
ENSG00000198771	ENSG00000198771.6	TRUE	chr1	166599330	167599330	168599330	+
ENSG00000198793	ENSG00000198793.7	TRUE	chr1	10322608	11322608	12322608	-
ENSG00000198799	ENSG00000198799.6	TRUE	chr1	112615820	113615820	114615820	+
ENSG00000198815	ENSG00000198815.4	TRUE	chr1	41801548	42801548	43801548	-
ENSG00000198821	ENSG00000198821.6	TRUE	chr1	166487847	167487847	168487847	-
ENSG00000198830	ENSG00000198830.6	TRUE	chr1	25798931	26798931	27798931	+
ENSG00000198835	ENSG00000198835.3	TRUE	chr1	227337631	228337631	229337631	+
ENSG00000198837	ENSG00000198837.5	TRUE	chr1	152919194	153919194	154919194	-
ENSG00000198841	ENSG00000198841.3	TRUE	chr1	51499482	52499482	53499482	-
ENSG00000198842	ENSG00000198842.5	TRUE	chr1	166063312	167063312	168063312	+
ENSG00000198857	ENSG00000198857.3	TRUE	chr1	119143963	120143963	121143963	+
ENSG00000198860	ENSG00000198860.7	TRUE	chr1	183020785	184020785	185020785	+
ENSG00000198890	ENSG00000198890.5	TRUE	chr1	106599296	107599296	108599296	+
ENSG00000198892	ENSG00000198892.6	TRUE	chr1	200857808	201857808	202857808	+
ENSG00000198912	ENSG00000198912.6	TRUE	chr1	2816857	3816857	4816857	-
ENSG00000198952	ENSG00000198952.5	TRUE	chr1	155252616	156252616	157252616	-
ENSG00000200087	ENSG00000200087.1	TRUE	chr1	27835071	28835071	29835071	+
ENSG00000202415	ENSG00000202415.1	TRUE	chr1	9007376	10007376	11007376	+
ENSG00000202496	ENSG00000202496.1	TRUE	chr1	148605917	149605917	150605917	+
ENSG00000203276	ENSG00000203276.2	TRUE	chr1	53500553	54500553	55500553	-
ENSG00000203288	ENSG00000203288.3	TRUE	chr1	150763280	151763280	152763280	+
ENSG00000203394	ENSG00000203394.2	TRUE	chr1	20069480	21069480	22069480	+
ENSG00000203469	ENSG00000203469.2	TRUE	chr1	9518612	10518612	11518612	+
ENSG00000203661	ENSG00000203661.2	TRUE	chr1	247651890	248651890	249651890	+
ENSG00000203666	ENSG00000203666.8	TRUE	chr1	244133007	245133007	246133007	+
ENSG00000203667	ENSG00000203667.5	TRUE	chr1	243998918	244998918	245998918	+
ENSG00000203668	ENSG00000203668.1	TRUE	chr1	240803671	241803671	242803671	-
ENSG00000203684	ENSG00000203684.5	TRUE	chr1	227353213	228353213	229353213	-
ENSG00000203685	ENSG00000203685.5	TRUE	chr1	225736465	226736465	227736465	+
ENSG00000203697	ENSG00000203697.7	TRUE	chr1	222853425	223853425	224853425	-
ENSG00000203705	ENSG00000203705.5	TRUE	chr1	211965170	212965170	213965170	+
ENSG00000203709	ENSG00000203709.4	TRUE	chr1	207052460	208052460	209052460	-
ENSG00000203710	ENSG00000203710.5	TRUE	chr1	206669492	207669492	208669492	+
ENSG00000203724	ENSG00000203724.6	TRUE	chr1	196871760	197871760	198871760	+
ENSG00000203737	ENSG00000203737.2	TRUE	chr1	173417102	174417102	175417102	+
ENSG00000203739	ENSG00000203739.3	TRUE	chr1	172458546	173458546	174458546	-
ENSG00000203761	ENSG00000203761.4	TRUE	chr1	154715620	155715620	156715620	+
ENSG00000203782	ENSG00000203782.4	TRUE	chr1	152232163	153232163	154232163	+
ENSG00000203811	ENSG00000203811.1	TRUE	chr1	148812765	149812765	150812765	-
ENSG00000203812	ENSG00000203812.2	TRUE	chr1	148822643	149822643	150822643	+
ENSG00000203814	ENSG00000203814.5	TRUE	chr1	148783928	149783928	150783928	-
ENSG00000203815	ENSG00000203815.2	TRUE	chr1	148675978	149675978	150675978	+
ENSG00000203817	ENSG00000203817.5	TRUE	chr1	148459549	149459549	150459549	-
ENSG00000203825	ENSG00000203825.4	TRUE	chr1	148036435	149036435	150036435	+
ENSG00000203827	ENSG00000203827.7	TRUE	chr1	147739443	148739443	149739443	+
ENSG00000203832	ENSG00000203832.6	TRUE	chr1	147347506	148347506	149347506	-
ENSG00000203835	ENSG00000203835.5	TRUE	chr1	146618673	147618673	148618673	+
ENSG00000203836	ENSG00000203836.5	TRUE	chr1	146634886	147634886	148634886	-
ENSG00000203849	ENSG00000203849.5	TRUE	chr1	141729967	142729967	143729967	-
ENSG00000203852	ENSG00000203852.3	TRUE	chr1	148824181	149824181	150824181	+
ENSG00000203865	ENSG00000203865.4	TRUE	chr1	115963923	116963923	117963923	-
ENSG00000203914	ENSG00000203914.2	TRUE	chr1	91108073	92108073	93108073	+
ENSG00000203943	ENSG00000203943.4	TRUE	chr1	83764049	84764049	85764049	+
ENSG00000203965	ENSG00000203965.7	TRUE	chr1	62989043	63989043	64989043	+
ENSG00000203995	ENSG00000203995.5	TRUE	chr1	52308183	53308183	54308183	+
ENSG00000204060	ENSG00000204060.4	TRUE	chr1	40827594	41827594	42827594	+
ENSG00000204084	ENSG00000204084.6	TRUE	chr1	37412729	38412729	39412729	-
ENSG00000204138	ENSG00000204138.7	TRUE	chr1	27696093	28696093	29696093	+
ENSG00000204160	ENSG00000204160.5	TRUE	chr1	26153179	27153179	28153179	+
ENSG00000204178	ENSG00000204178.5	TRUE	chr1	24757349	25757349	26757349	+
ENSG00000204219	ENSG00000204219.5	TRUE	chr1	22751241	23751241	24751241	-
ENSG00000204377	ENSG00000204377.2	TRUE	chr1	15556038	16556038	17556038	-
ENSG00000204624	ENSG00000204624.6	TRUE	chr1	10539212	11539212	12539212	+
ENSG00000204859	ENSG00000204859.6	TRUE	chr1	5640054	6640054	7640054	+
ENSG00000206585	ENSG00000206585.1	TRUE	chr1	146511167	147511167	148511167	-
ENSG00000206652	ENSG00000206652.1	TRUE	chr1	15840780	16840780	17840780	-
ENSG00000206737	ENSG00000206737.1	TRUE	chr1	148224221	149224221	150224221	-
ENSG00000206828	ENSG00000206828.1	TRUE	chr1	143491605	144491605	145491605	-
ENSG00000207005	ENSG00000207005.1	TRUE	chr1	16222475	17222475	18222475	+
ENSG00000207106	ENSG00000207106.1	TRUE	chr1	143311376	144311376	145311376	-
ENSG00000207389	ENSG00000207389.1	TRUE	chr1	16067011	17067011	18067011	+
ENSG00000207418	ENSG00000207418.1	TRUE	chr1	144969433	145969433	146969433	-
ENSG00000207513	ENSG00000207513.1	TRUE	chr1	15993443	16993443	17993443	-
ENSG00000211451	ENSG00000211451.6	TRUE	chr1	144516076	145516076	146516076	-
ENSG00000211452	ENSG00000211452.6	TRUE	chr1	53356912	54356912	55356912	+
ENSG00000211454	ENSG00000211454.8	TRUE	chr1	18600688	19600688	20600688	-
ENSG00000212673	ENSG00000212673.1	TRUE	chr1	31379174	32379174	33379174	+
ENSG00000212916	ENSG00000212916.3	TRUE	chr1	231941162	232941162	233941162	+
ENSG00000213026	ENSG00000213026.3	TRUE	chr1	241156487	242156487	243156487	+
ENSG00000213028	ENSG00000213028.3	TRUE	chr1	228825651	229825651	230825651	-
ENSG00000213033	ENSG00000213033.3	TRUE	chr1	219441259	220441259	221441259	-
ENSG00000213036	ENSG00000213036.3	TRUE	chr1	213656730	214656730	215656730	-
ENSG00000213041	ENSG00000213041.3	TRUE	chr1	204171319	205171319	206171319	+
ENSG00000213047	ENSG00000213047.6	TRUE	chr1	196744826	197744826	198744826	-
ENSG00000213051	ENSG00000213051.2	TRUE	chr1	184196832	185196832	186196832	-
ENSG00000213057	ENSG00000213057.4	TRUE	chr1	177511887	178511887	179511887	+
ENSG00000213058	ENSG00000213058.3	TRUE	chr1	177380751	178380751	179380751	+
ENSG00000213062	ENSG00000213062.3	TRUE	chr1	168455314	169455314	170455314	+
ENSG00000213063	ENSG00000213063.3	TRUE	chr1	167907705	168907705	169907705	+
ENSG00000213064	ENSG00000213064.4	TRUE	chr1	167195176	168195176	169195176	+
ENSG00000213068	ENSG00000213068.3	TRUE	chr1	166132074	167132074	168132074	-
ENSG00000213070	ENSG00000213070.3	TRUE	chr1	163326004	164326004	165326004	+
ENSG00000213075	ENSG00000213075.7	TRUE	chr1	160655042	161655042	162655042	-
ENSG00000213080	ENSG00000213080.3	TRUE	chr1	159864770	160864770	161864770	+
ENSG00000213085	ENSG00000213085.5	TRUE	chr1	158869955	159869955	160869955	-
ENSG00000213088	ENSG00000213088.4	TRUE	chr1	158173097	159173097	160173097	+
ENSG00000213190	ENSG00000213190.2	TRUE	chr1	150032873	151032873	152032873	+
ENSG00000213226	ENSG00000213226.3	TRUE	chr1	145790828	146790828	147790828	+
ENSG00000213244	ENSG00000213244.3	TRUE	chr1	119904675	120904675	121904675	+
ENSG00000213262	ENSG00000213262.3	TRUE	chr1	117184261	118184261	119184261	-
ENSG00000213281	ENSG00000213281.4	TRUE	chr1	114259392	115259392	116259392	-
ENSG00000213366	ENSG00000213366.6	TRUE	chr1	109210644	110210644	111210644	+
ENSG00000213478	ENSG00000213478.2	TRUE	chr1	50624143	51624143	52624143	-
ENSG00000213516	ENSG00000213516.5	TRUE	chr1	88458643	89458643	90458643	-
ENSG00000213540	ENSG00000213540.3	TRUE	chr1	83551424	84551424	85551424	+
ENSG00000213559	ENSG00000213559.3	TRUE	chr1	79917689	80917689	81917689	-
ENSG00000213560	ENSG00000213560.3	TRUE	chr1	77557183	78557183	79557183	+
ENSG00000213561	ENSG00000213561.3	TRUE	chr1	77509832	78509832	79509832	-
ENSG00000213579	ENSG00000213579.3	TRUE	chr1	75047784	76047784	77047784	+
ENSG00000213625	ENSG00000213625.4	TRUE	chr1	64886270	65886270	66886270	+
ENSG00000213690	ENSG00000213690.2	TRUE	chr1	241540734	242540734	243540734	-
ENSG00000213735	ENSG00000213735.2	TRUE	chr1	51719293	52719293	53719293	+
ENSG00000214114	ENSG00000214114.4	TRUE	chr1	38339040	39339040	40339040	-
ENSG00000214144	ENSG00000214144.2	TRUE	chr1	246393242	247393242	248393242	+
ENSG00000214193	ENSG00000214193.5	TRUE	chr1	35771969	36771969	37771969	+
ENSG00000214204	ENSG00000214204.3	TRUE	chr1	115400440	116400440	117400440	-
ENSG00000214262	ENSG00000214262.3	TRUE	chr1	167216581	168216581	169216581	-
ENSG00000214796	ENSG00000214796.4	TRUE	chr1	201830748	202830748	203830748	-
ENSG00000214812	ENSG00000214812.2	TRUE	chr1	27447832	28447832	29447832	-
ENSG00000214837	ENSG00000214837.3	TRUE	chr1	242265046	243265046	244265046	-
ENSG00000214973	ENSG00000214973.3	TRUE	chr1	26527964	27527964	28527964	-
ENSG00000215014	ENSG00000215014.3	TRUE	chr1	509482	1509482	2509482	+
ENSG00000215381	ENSG00000215381.3	TRUE	chr1	22571258	23571258	24571258	+
ENSG00000215717	ENSG00000215717.4	TRUE	chr1	108633386	109633386	110633386	+
ENSG00000215784	ENSG00000215784.4	TRUE	chr1	142913169	143913169	144913169	-
ENSG00000215788	ENSG00000215788.5	TRUE	chr1	5526235	6526235	7526235	-
ENSG00000215790	ENSG00000215790.2	TRUE	chr1	677431	1677431	2677431	-
ENSG00000215795	ENSG00000215795.2	TRUE	chr1	246348784	247348784	248348784	-
ENSG00000215796	ENSG00000215796.3	TRUE	chr1	246206093	247206093	248206093	+
ENSG00000215805	ENSG00000215805.2	TRUE	chr1	239136087	240136087	241136087	+
ENSG00000215817	ENSG00000215817.3	TRUE	chr1	218786487	219786487	220786487	-
ENSG00000215833	ENSG00000215833.2	TRUE	chr1	167420449	168420449	169420449	-
ENSG00000215835	ENSG00000215835.2	TRUE	chr1	165246834	166246834	167246834	-
ENSG00000215840	ENSG00000215840.3	TRUE	chr1	160375858	161375858	162375858	+
ENSG00000215845	ENSG00000215845.6	TRUE	chr1	160008767	161008767	162008767	-
ENSG00000215859	ENSG00000215859.4	TRUE	chr1	146487188	147487188	148487188	-
ENSG00000215861	ENSG00000215861.4	TRUE	chr1	143679969	144679969	145679969	-
ENSG00000215864	ENSG00000215864.3	TRUE	chr1	119387137	120387137	121387137	-
ENSG00000215866	ENSG00000215866.2	TRUE	chr1	112393265	113393265	114393265	-
ENSG00000215867	ENSG00000215867.3	TRUE	chr1	111192166	112192166	113192166	-
ENSG00000215869	ENSG00000215869.3	TRUE	chr1	103615605	104615605	105615605	+
ENSG00000215871	ENSG00000215871.2	TRUE	chr1	99798173	100798173	101798173	-
ENSG00000215873	ENSG00000215873.2	TRUE	chr1	90793926	91793926	92793926	+
ENSG00000215883	ENSG00000215883.5	TRUE	chr1	53665709	54665709	55665709	-
ENSG00000215895	ENSG00000215895.3	TRUE	chr1	38174603	39174603	40174603	+
ENSG00000215899	ENSG00000215899.2	TRUE	chr1	30961777	31961777	32961777	-
ENSG00000215908	ENSG00000215908.4	TRUE	chr1	15983727	16983727	17983727	-
ENSG00000215910	ENSG00000215910.3	TRUE	chr1	10821844	11821844	12821844	+
ENSG00000215912	ENSG00000215912.6	TRUE	chr1	1718282	2718282	3718282	-
ENSG00000215914	ENSG00000215914.3	TRUE	chr1	631381	1631381	2631381	+
ENSG00000215915	ENSG00000215915.5	TRUE	chr1	385069	1385069	2385069	+
ENSG00000217327	ENSG00000217327.3	TRUE	chr1	239175946	240175946	241175946	+
ENSG00000217644	ENSG00000217644.3	TRUE	chr1	32445548	33445548	34445548	+
ENSG00000217801	ENSG00000217801.4	TRUE	chr1	-4912	995088	1995088	+
ENSG00000217897	ENSG00000217897.2	TRUE	chr1	38770570	39770570	40770570	-
ENSG00000218283	ENSG00000218283.2	TRUE	chr1	219426912	220426912	221426912	+
ENSG00000218510	ENSG00000218510.3	TRUE	chr1	21351051	22351051	23351051	+
ENSG00000219102	ENSG00000219102.2	TRUE	chr1	53441704	54441704	55441704	-
ENSG00000219133	ENSG00000219133.2	TRUE	chr1	203316386	204316386	205316386	-
ENSG00000219201	ENSG00000219201.3	TRUE	chr1	77277466	78277466	79277466	-
ENSG00000219481	ENSG00000219481.3	TRUE	chr1	15940057	16940057	17940057	-
ENSG00000220323	ENSG00000220323.2	TRUE	chr1	148814442	149814442	150814442	+
ENSG00000220749	ENSG00000220749.3	TRUE	chr1	211225348	212225348	213225348	-
ENSG00000220785	ENSG00000220785.3	TRUE	chr1	31707221	32707221	33707221	-
ENSG00000221978	ENSG00000221978.6	TRUE	chr1	334715	1334715	2334715	-
ENSG00000222009	ENSG00000222009.4	TRUE	chr1	44274154	45274154	46274154	+
ENSG00000222046	ENSG00000222046.2	TRUE	chr1	31674690	32674690	33674690	+
ENSG00000223390	ENSG00000223390.1	TRUE	chr1	51499063	52499063	53499063	+
